187.669046+20.696112j,194.582951+16.777226j,201.500607+12.864893j,204.420822+2.031598j,211.349249+-1.869515j,207.355485+-8.700743j,210.301433+-19.527096j,221.233798+-16.480491j,213.272026+-30.249676j,224.206673+-27.191320j,213.300577+-30.047691j,209.339864+-36.889313j,213.328937+-29.845680j,216.321090+-40.659391j,206.408842+-25.678591j,213.371118+-29.542613j,202.474598+-32.435124j,209.443822+-36.294425j,202.505223+-32.243364j,199.511426+-21.241251j,192.561961+-17.201484j,192.570085+-17.110303j,192.578165+-17.019119j,189.556509+-6.027427j,196.526302+-9.869777j,196.530954+-9.776720j,196.535561+-9.683660j,189.567585+-5.668393j,186.514756+5.314668j,186.512219+5.402984j,186.509640+5.491297j,190.416011+12.559565j,183.428237+16.555414j,183.420378+16.642266j,183.412477+16.729115j,176.417189+20.711725j,173.310628+31.676904j,165.517316+17.776899j,180.273425+27.955181j,176.377644+21.045826j,169.371108+25.008551j,169.359248+25.088746j,169.347349+25.168936j,169.335413+25.249120j,165.457485+18.325413j,154.580438+15.260678j,154.573194+15.333871j,154.565916+15.407060j,150.705923+8.469052j,145.270706+6.958582j,137.913936+1.935547j,135.991645+-1.507480j,0
181.843997+84.786559j,189.834954+77.528642j,205.863738+70.569976j,205.942252+63.148941j,214.356765+48.033084j,222.215456+48.951927j,222.421155+41.579200j,231.026846+26.581885j,230.951768+27.226470j,231.284958+19.881359j,231.660935+12.538382j,224.092622+4.743072j,224.078514+5.368392j,224.561878+-1.990739j,216.583574+-1.885580j,224.569491+-0.737418j,225.702757+-16.070646j,217.768384+-16.029060j,209.835600+-16.031876j,217.221626+-6.838504j,201.948672+-15.515602j,208.607809+1.667878j,209.301909+-5.719356j,201.349683+-5.857071j,201.365243+-5.295176j,201.379235+-4.733239j,201.391660+-4.171265j,185.484879+-5.230634j,201.411803+-3.047224j,184.656089+3.758817j,193.473920+-2.800375j,193.480982+-2.260468j,192.564884+6.226188j,185.546455+-2.124431j,193.493125+-0.640660j,192.506014+7.838029j,185.557737+-0.571052j,185.558608+-0.053245j,185.558035+0.464563j,177.628801+-0.094329j,177.628373+0.401350j,185.547643+2.017948j,178.766388+-6.525227j,178.783901+-6.026348j,172.075795+-14.626036j,173.325205+-22.053872j,165.481401+-22.801446j,166.797767+-30.240780j,151.086154+-32.326060j,152.473232+-39.798409j,136.802828+-42.011740j,133.646918+-46.243933j,0
177.737157+-56.793512j,188.892614+-57.961887j,187.976967+-69.689739j,193.053100+-76.174145j,198.099939+-82.682612j,186.625208+-82.286279j,203.793624+-78.410195j,197.515704+-84.068702j,203.425110+-79.361354j,208.393374+-85.954649j,196.921772+-85.450663j,201.847192+-92.052762j,191.409256+-80.215315j,202.484420+-81.731631j,197.210583+-76.026220j,198.154522+-65.228715j,199.149972+-54.436096j,199.022281+-54.901110j,193.869064+-49.140472j,199.990827+-44.583281j,194.890845+-38.801530j,189.818989+-32.996231j,196.013424+-28.473452j,190.994989+-22.647605j,197.236723+-18.156954j,192.271789+-12.310931j,192.242510+-12.759994j,188.756831+4.342666j,188.766459+3.901768j,185.401737+21.028452j,191.814067+25.443342j,187.039852+31.370270j,175.908101+32.501387j,182.381068+36.893710j,177.678413+42.876350j,179.424629+53.654473j,173.118429+48.476897j,168.487879+54.514535j,175.067943+58.849089j,168.740704+53.726855j,170.642895+64.505832j,159.624021+65.910332j,159.777535+65.537312j,166.438148+69.816495j,155.444600+71.309021j,155.610735+70.945748j,149.235610+65.975244j,138.246594+67.586087j,142.980322+60.701134j,131.988280+62.378634j,125.550453+57.524636j,130.214622+50.637460j,0
203.721264+9.881627j,202.534438+1.949688j,217.168420+-8.359261j,215.978148+-16.292320j,223.887463+-17.504399j,222.694664+-25.437897j,230.602813+-26.652257j,229.407487+-34.586193j,229.403987+-34.609405j,228.206255+-42.542979j,228.201950+-42.566069j,227.001812+-50.499279j,228.193331+-42.612249j,226.991588+-50.545216j,212.365190+-40.261967j,228.180385+-42.681515j,212.357038+-40.304942j,220.262351+-41.527060j,205.641038+-31.237213j,214.749257+-24.551103j,206.837744+-23.369800j,206.835379+-23.390729j,214.741794+-24.616290j,200.127411+-14.318491j,201.332194+-6.430201j,201.331543+-6.450572j,201.330889+-6.470944j,201.330233+-6.491315j,194.630958+2.605798j,187.933526+11.704267j,195.842515+10.474217j,187.935891+11.666235j,189.149704+19.554780j,189.151682+19.535641j,189.153658+19.516502j,190.370666+27.404555j,190.373438+27.385292j,182.469261+28.582664j,183.689587+36.471024j,183.693276+36.452437j,175.790387+37.652885j,183.700649+36.415263j,174.577369+29.710980j,184.929450+44.284293j,166.677295+30.897885j,174.586379+29.657986j,165.459710+22.958320j,164.237397+15.035866j,148.427743+17.470117j,156.334974+16.228864j,148.431276+17.440080j,147.205206+9.519846j,0
177.446831+64.502886j,188.388004+67.156236j,197.195063+52.097095j,199.380754+41.464625j,205.986826+37.542343j,212.611554+33.650067j,219.254836+29.787862j,221.590493+19.226373j,217.235702+12.986520j,219.659027+2.431468j,215.372504+-3.832055j,208.612455+0.918532j,215.387587+-2.861353j,217.946081+-13.397970j,204.382085+-4.468018j,213.800186+-19.221880j,207.027194+-14.551324j,207.059459+-14.084761j,196.098142+-16.294742j,196.134364+-15.852802j,196.169589+-15.410781j,196.203819+-14.968682j,200.333235+-7.654733j,193.468988+-3.122584j,189.410363+-9.576768j,193.481097+-2.250606j,193.485677+-1.814599j,186.571785+2.639915j,193.491890+-0.942560j,179.622461+7.468030j,186.549675+3.901141j,179.586979+8.277495j,179.567870+8.682166j,175.623245+2.115603j,175.618032+2.511357j,179.505073+9.895905j,175.604930+3.302825j,175.597041+3.698534j,179.434071+11.109191j,175.578589+4.489895j,168.535798+8.699698j,168.515766+9.079464j,160.930031+-4.639507j,167.997929+-8.043375j,157.198693+-10.980485j,164.297792+-14.360898j,164.329737+-13.990623j,160.658089+-20.711793j,149.917746+-23.762777j,142.862782+-19.754124j,128.481085+-30.010176j,128.548386+-29.720573j,0
187.529006+-74.838973j,185.223221+-86.512187j,191.582498+-82.559957j,195.816959+-89.753656j,200.010588+-96.973010j,199.723526+-97.562869j,210.522856+-100.399836j,203.544573+-105.421093j,209.926581+-101.640693j,209.625700+-102.259796j,202.603234+-107.219073j,204.697249+-96.762784j,193.364196+-94.922536j,210.880473+-93.687919j,202.080184+-80.768800j,208.624018+-77.123401j,204.174100+-70.943196j,203.963839+-71.545456j,206.390956+-61.145508j,204.720144+-43.927925j,197.744680+-48.672800j,200.336628+-38.278394j,218.061702+-37.537901j,198.828283+-21.617441j,201.597160+-11.251010j,201.563077+-11.845924j,201.527239+-12.440736j,200.421446+4.821183j,196.456665+11.170448j,181.621014+20.537950j,195.609115+27.876053j,195.690532+27.298640j,187.978392+40.695503j,188.097676+40.140555j,184.360706+46.595387j,180.663507+53.072566j,177.006179+59.571912j,184.225203+62.841663j,173.583122+65.581245j,170.025156+72.134918j,166.507417+78.710101j,166.738985+78.218353j,156.181877+81.137052j,156.420653+80.675767j,149.537245+76.567699j,153.269065+86.882644j,149.986579+75.683725j,146.626394+82.393571j,143.267321+71.235347j,132.762473+74.445455j,129.316761+63.349627j,129.503159+62.967705j,0
183.614494+-19.942855j,191.438182+-18.531665j,200.838411+-24.978641j,203.948268+-40.854669j,203.910388+-41.043316j,213.272351+-47.527931j,211.683547+-39.875757j,214.721539+-55.773297j,213.139632+-48.119615j,206.764285+-57.693419j,214.565932+-56.368971j,206.657191+-58.075858j,198.745483+-59.768159j,206.549390+-58.458099j,198.634565+-60.135759j,211.344228+-41.636732j,204.914294+-51.167687j,197.002118+-52.822018j,203.361758+-43.680608j,200.420780+-28.133807j,192.525878+-29.762160j,191.062580+-22.070123j,200.341932+-28.689901j,189.600301+-14.550809j,189.586759+-14.726194j,186.759950+0.849193j,186.760656+0.676429j,185.369221+8.381632j,186.761587+0.330898j,184.007009+15.919194j,184.021656+15.748970j,182.673326+23.461798j,174.810629+21.937277j,182.716420+23.123791j,181.396795+30.841575j,180.091606+38.561813j,172.237916+37.068857j,180.162642+38.228556j,178.886182+45.953604j,171.035681+44.483659j,163.182619+43.028279j,171.117688+44.167147j,163.261947+42.726298j,163.301402+42.575253j,163.340716+42.424172j,163.379891+42.273054j,155.517710+40.868592j,155.555450+40.724711j,148.928222+31.438587j,141.052577+30.069430j,142.304395+22.033135j,133.201039+28.591666j,0
185.388811+45.243661j,196.628027+45.884846j,208.243227+35.252777j,214.040325+30.112114j,220.265245+13.682896j,220.244265+14.016552j,226.098254+8.920739j,232.431336+-7.461518j,226.550474+-1.697796j,232.452875+-6.757280j,221.675372+-18.221670j,233.003931+-17.354190j,216.353751+-23.474551j,227.688611+-22.580890j,216.423879+-22.818951j,221.807029+-16.542121j,216.492021+-22.163140j,216.525347+-21.835159j,210.584979+-16.185387j,210.609256+-15.866360j,210.633049+-15.547297j,204.659039+-9.933660j,210.679187+-14.909065j,198.674862+-4.037208j,193.413521+-9.757558j,198.686182+-3.435259j,198.691158+-3.134272j,192.650483+2.406533j,198.699742+-2.532277j,187.420836+-3.070843j,192.637557+3.282024j,192.632364+3.573840j,186.542020+9.059520j,186.528082+9.342096j,186.513716+9.624650j,185.556837+21.181600j,180.367630+15.346599j,186.468050+10.472178j,185.458660+22.024659j,186.435466+11.037077j,172.077972+12.851913j,174.613523+16.190050j,177.670141+13.903995j,176.181638+-0.174251j,169.455732+10.805313j,169.995550+5.432577j,164.923457+-0.503394j,162.396890+-3.354130j,157.356904+-9.316915j,154.853102+-12.186747j,146.733312+-15.663182j,144.856089+-24.180850j,0
161.606868+109.668684j,185.180968+110.036398j,184.646395+94.750772j,200.255862+87.416188j,199.924474+80.188558j,215.651685+73.036641j,223.437151+65.938150j,223.281140+58.800786j,223.314623+43.664394j,231.142769+44.688036j,223.163681+37.389459j,223.465056+22.256881j,223.377476+23.119324j,215.577075+15.701101j,223.824880+8.855672j,215.449435+17.364940j,215.758776+10.205411j,216.126597+3.048649j,216.552878+-4.105002j,216.096619+4.717108j,200.108246+4.548607j,208.071480+5.853153j,200.630107+-1.886814j,200.042154+6.865599j,193.287643+-8.937963j,200.638504+0.436653j,200.635324+1.211144j,192.661336+1.268767j,193.402604+-5.952532j,194.202483+-13.167971j,201.401778+-3.650169j,193.458568+-3.712489j,185.518958+-3.836175j,194.382647+-10.167911j,193.488587+-1.471948j,186.513468+-9.629453j,186.549249+-8.909411j,187.606061+-16.123455j,187.666902+-15.399147j,179.798870+-15.759644j,179.858365+-15.065476j,179.915180+-14.371084j,182.322807+-29.502439j,174.526953+-30.005709j,175.879281+-37.235446j,168.122882+-37.824550j,161.672552+-46.367941j,153.961538+-47.072760j,148.977866+-63.604995j,140.648928+-60.480403j,133.718723+-65.293974j,122.168773+-66.953647j,0
186.878770+-35.161417j,194.056021+-38.862071j,201.222801+-42.583853j,208.379061+-46.326741j,204.852571+-53.846301j,211.982156+-57.615670j,222.580557+-54.202359j,215.520763+-68.926052j,211.726512+-58.548137j,215.317586+-69.558156j,208.032137+-66.352318j,207.934564+-66.657460j,204.206471+-56.246929j,211.291325+-60.099718j,204.040547+-56.845889j,214.688330+-53.562311j,203.872867+-57.444358j,210.978868+-43.450168j,200.167824+-47.295264j,203.714425+-40.452850j,203.654855+-40.751685j,203.743707+-23.162509j,203.709505+-23.461406j,196.560170+-20.102231j,193.089600+-9.612817j,193.075289+-9.896097j,193.060562+-10.179357j,189.652026+0.330222j,193.362420+7.139644j,179.208250+14.296962j,190.036680+17.379878j,182.990704+20.842322j,179.706955+31.391243j,179.752818+31.127553j,179.798293+30.863796j,183.626089+37.649165j,176.637492+41.172763j,183.735772+37.110190j,180.571242+47.686756j,173.614138+51.245791j,168.261351+49.397549j,166.748139+54.580749j,164.900586+50.831059j,173.911887+50.226044j,154.551082+56.160156j,158.129780+53.990487j,159.754450+48.316827j,154.381302+46.544749j,150.532964+39.342431j,140.135501+45.011570j,137.778144+32.391097j,134.346287+34.162484j,0
